Code,Label
2814,Protein-Deficiency Anaemia
2818,Anaemia Associated With Other Specified Nutritional Deficiency
2819,Unspecified Deficiency Anaemias
2820,Hereditary Spherocytosis
2821,Hereditary Elliptocytosis
2822,Anaemia Due To Disorders Of Glutathione Metabolism
2823,Other Haemolytic Anaemias Due To Enzyme Deficiency
2824,Thalassaemias
2825,Sickle-Cell Trait
2826,Sickle-Cell Anaemia
2827,Other Haemoglobinopathies
2828,Other Specified Hereditary Haemolytic Anaemias
2829,Unspecified Hereditary Haemolytic Anaemias
2830,Autoimmune Haemolytic Anaemias
2831,Non-Autoimmune Haemolytic Anaemias
2832,Haemoglobinuria Due To Haemolysis From External Causes
2839,Unspecified Acquired Haemolytic Anaemia
2840,Constitutional Aplastic Anaemia
2848,Other Aplastic Anaemia
2849,"Aplastic Anaemia, Unspecified"
2850,Sideroblastic Anaemia
2851,Acute Posthaemorrhagic Anaemia
2858,Other Specified Anaemias
2859,"Anaemia, Unspecified"
2860,Congenital Factor Viii Disorder
2861,Congenital Factor Ix Disorder
2862,Congenital Factor Xi Disorder
2863,Congenital Deficiency Of Other Clotting Factors
2864,Von Willebrand'S Disease
2865,Haemorrhagic Disorder Due To Circulating Anticoagulants
2866,Defibrination Syndrome
2867,Acquired Coagulation Factor Deficiency
2869,Other And Unspecified Coagulation Defects
2870,Allergic Purpura
2871,Qualitative Platelet Defects
2872,Other Nonthrombocytopenic Purpuras
2873,Primary Thrombocytopenia
2874,Secondary Thrombocytopenia
2875,"Thrombocytopenia, Unspecified"
2878,Other Specified Haemorrhagic Conditions
2879,Unspecified Haemorrhagic Conditions
2880,Agranulocytosis
2881,Functional Disorders Of Neutrophil Polymorphonuclears
2882,Genetic Anomalies Of Leucocytes
2883,Eosinophilia
2888,Other Specified Diseases Of White Blood Cells
2889,Unspecified Diseases Of White Blood Cells
2890,Secondary Polycythaemia
2891,Chronic Lymphadenitis
2892,Nonspecific Mesenteric Lymphadenitis
2893,"Lymphadenitis, Unspecified, Except Mesenteric"
2894,Hypersplenism
2895,Other Diseases Of Spleen
2896,Familial Polycythaemia
2897,Methaemoglobinaemia
2898,Other Specified Diseases Of Blood And Blood-Forming Organs
2899,Unspecified Diseases Of Blood And Blood-Forming Organs
2900,"Senile Dementia, Simple Type"
2901,Presenile Dementia
2902,"Senile Dementia, Depressed Or Paranoid Type"
2903,Senile Dementia With Acute Confusional State
2904,Arteriosclerotic Dementia
2908,Other Senile And Presenile Organic Psychotic Conditions
2909,Unspecified Senile And Presenile Organic Psychotic Conditions
2910,Delirium Tremens
2911,"Korsakov'S Psychosis, Alcoholic"
2912,Other Alcoholic Dementia
2913,Other Alcoholic Hallucinosis
2914,Pathological Drunkenness
2915,Alcoholic Jealousy
2918,Other Specified Alcoholic Psychoses
2919,"Alcoholic Psychoses, Unspecified"
2920,Drug Withdrawal Syndrome
2921,Paranoid And/Or Hallucinatory States Induced By Drugs
2922,Pathological Drug Intoxication
2928,Other Specified Drug Psychoses
2929,"Drug Psychoses, Unspecified"
2930,Acute Confusional State
2931,Subacute Confusional State
2938,Other Specified Transient Organic Psychotic Condition
2939,Unspecified Transient Organic Psychotic Condition
2940,"Korsakov'S Psychosis Or Syndrome, Nonalcoholic"
2941,Dementia In Conditions Classified Elsewhere
2948,Other Specified Organic Psychotic Conditions (Chronic)
2949,Unspecified Organic Psychotic Conditions (Chronic)
2950,"Schizophrenic Psychosis, Simple Type"
2951,"Schizophrenic Psychosis, Hebephrenic Type"
2952,"Schizophrenic Psychosis, Catatonic Type"
2953,"Schizophrenic Psychosis, Paranoid Type"
2954,Acute Schizophrenic Episode
2955,Latent Schizophrenia
2956,Residual Schizophrenia
2957,"Schizophrenic Psychosis, Schizoaffective Type"
2958,Other Specified Schizophrenic Psychoses
2959,"Schizophrenic Psychosis, Unspecified"
2960,"Manic-Depressive Psychosis, Manic Type"
2961,"Manic-Depressive Psychosis, Depressed Type"
2962,"Manic-Depressive Psychosis, Circular Type But Currently Manic"
2963,"Manic-Depressive Psychosis, Circular Type But Currently Depressed"
2964,"Manic-Depressive Psychosis, Circular Type, Mixed"
2965,"Manic-Depressive Psychosis, Circular Type, Current Condition Not Specified"
2966,"Manic-Depressive Psychosis, Other And Unspecified"
2968,Other Specified Affective Psychoses
2969,"Affective Psychosis, Unspecified"
2970,"Paranoid State, Simple"
2971,Paranoia
2972,Paraphrenia
2973,Induced Psychosis
2978,Other Specified Paranoid States
2979,"Paranoid State, Unspecified"
2980,"Other Nonorganic Psychoses, Depressive Type"
2981,"Other Nonorganic Psychoses, Excitative Type"
2982,Reactive Confusion
2983,Acute Paranoid Reaction
2984,Psychogenic Paranoid Psychosis
2988,Other And Unspecified Reactive Psychosis
2989,Unspecified Psychosis
2990,Infantile Autism
2991,Disintegrative Psychosis
2998,Other Specified Psychoses With Origin Specific To Childhood
2999,Unspecified Psychosis With Origin Specific To Childhood
3000,Anxiety States
3001,Hysteria
3002,Phobic State
3003,Obsessive-Compulsive Disorders
3004,Neurotic Depression
3005,Neurasthenia
3006,Depersonalization Syndrome
3007,Hypochondriasis
3008,Other Neurotic Disorders
3009,"Neurotic Disorder, Unspecified"
3010,Paranoid Personality Disorder
3011,Affective Personality Disorder
3012,Schizoid Personality Disorder
3013,Explosive Personality Disorder
3014,Anankastic Personality Disorder
3015,Hysterical Personality Disorder
3016,Asthenic Personality Disorder
3017,Personality Disorder With Predom. Sociopathic/Asocial Manifestation
3018,Other Personality Disorders
3019,"Personality Disorder, Unspecified"
3020,Homosexuality
3021,Bestiality
3022,Paedophilia
3023,Transvestism
3024,Exhibitionism
3025,Trans-Sexualism
3026,Disorders Of Psychosexual Identity
3027,Frigidity And Impotence
3028,Other Specified Sexual Deviations And Disorders
3029,"Sexual Deviation And Disorder, Unspecified"
3039,Alcohol Dependence Syndrome
3040,"Drug Dependence, Morphine Type"
3041,"Drug Dependence, Barbiturate Type"
3042,"Drug Dependence, Cocaine"
3043,"Drug Dependence, Cannabis"
3044,"Drug Dependence, Amphetamine Type And Other Psychostimulants"
3045,"Drug Dependence, Hallucinogens"
3046,"Drug Dependence, Other Specified Type"
3047,"Drug Dependence, Combinations Of Morphine Type Drug With Any Other"
3048,"Drug Dependence, Combinations Excluding Morphine Type Drug"
3049,"Drug Dependence, Unspecified"
3050,Nondependent Abuse Of Alcohol
3051,Nondependent Abuse Of Tobacco
3052,Nondependent Abuse Of Cannabis
3053,Nondependent Abuse Of Hallucinogens
3054,Nondependent Abuse Of Barbiturates And Tranquillizers
3055,Nondependent Abuse Of Morphine Type Drugs
3056,Nondependent Abuse Of Cocaine Type Drugs
3057,Nondependent Abuse Of Amphetamine Type Drugs
3058,Nondependent Abuse Of Antidepressants
3059,"Nondependent Abuse Of Other, Mixed Or Unspecified Drugs"
3060,Musculoskeletal Malfunction Arising From Mental Factors
3061,Respiratory Malfunction Arising From Mental Factors
3062,Cardiovascular Malfunction Arising From Mental Factors
3063,Skin Malfunction Arising From Mental Factors
3064,Gastrointestinal Malfunction Arising From Mental Factors
3065,Genitourinary Malfunction Arising From Mental Factors
3066,Endocrine Malfunction Arising From Mental Factors
3067,"Malfunction Of Organs Of Special Sense, Arising From Mental Factors"
3068,Other Specified Physiological Malfunction Arising From Mental Factors
3069,"Physiological Malfunction Arising From Mental Factors, Unspecified"
3070,Stammering And Stuttering
3071,Anorexia Nervosa
3072,Tics
3073,Stereotyped Repetitive Movements
3074,Specific Disorders Of Sleep
3075,Other And Unspecified Disorders Of Eating
3076,Enuresis
3077,Encopresis
3078,Psychalgia
3079,Other And Unspecified Special Symptoms Or Syndromes N.E.C.
3080,"Acute Reaction To Stress, Predominant Disturbance Of Emotions"
3081,"Acute Reaction To Stress, Predominant Disturbance Of Consciousness"
3082,"Acute Reaction To Stress, Predominant Psychomotor Disturbance"
3083,Other Specified Acute Reaction To Stress
3084,Mixed Acute Reaction To Stress
3089,Unspecified Acute Reaction To Stress
3090,Brief Depressive Adjustment Reaction
3091,Prolonged Depressive Adjustment Reaction
3092,Adjustment Reaction With Predominant Disturbance Of Other Emotions
3093,Adjustment Reaction With Predominant Disturbance Of Conduct
3094,Adjustment Reaction With Disturbance Of Emotions And Conduct
3098,Other Specified Adjustment Reaction
3099,"Adjustment Reaction, Unspecified"
3100,Frontal Lobe Syndrome
3101,Other Cognitive Or Personality Change Following Organic Brain Damage
3102,Postconcussional Syndrome
3108,Other Spec. Nonpsychotic Mental Disorders Following Organic Brain Damage
3109,Unspecified Nonpsychotic Mental Disorders Following Organic Brain Damage
3119,"Depressive Disorder, Not Elsewhere Classified"
3120,Unsocialized Disturbance Of Conduct
3121,Socialized Disturbance Of Conduct
3122,Compulsive Conduct Disorder
3123,Mixed Disturbance Of Conduct And Emotions
3128,Other Specified Disturbance Of Conduct Not Elsewhere Classified
3129,"Disturbance Of Conduct Not Elsewhere Classified, Unspecified"
3130,Childhood/Adolescent Emotional Disturbance - Anxiety And Fearfulness
3131,Childhood/Adolescent Emotional Disturbance - Misery And Unhappiness
3132,"Childhood/Adolescent Emotional Disturbance - Sensitivity, Shyness"
3133,Childhood/Adolescent Emotional Disturbance - Relationship Problems
3138,Childhood/Adolescent Emotional Disturbance - Other Or Mixed
3139,"Disturbance Of Emotions Specific To Childhood And Adolescence, Unspecified"
3140,Simple Hyperkinetic Disturbance Of Activity And Attention
3141,Hyperkinesis With Developmental Delay
3142,Hyperkinetic Conduct Disorder
3148,Other Hyperkinetic Syndrome Of Childhood
3149,"Hyperkinetic Syndrome Of Childhood, Unspecified"
3150,Specific Reading Retardation
3151,Specific Arithmetical Retardation
3152,Other Specific Learning Difficulties
3153,Developmental Speech Or Language Disorder
3154,Specific Motor Retardation
3155,Mixed Development Disorder
3158,Other Specific Delays In Development
3159,"Delays In Development, Unspecified"
3169,Psychic Factors Associated With Diseases Classified Elsewhere
3179,Mild Mental Retardation
3180,Moderate Mental Retardation
3181,Severe Mental Retardation
3182,Profound Mental Retardation
3199,Unspecified Mental Retardation
3200,Haemophilus Meningitis
3201,Pneumococcal Meningitis
3202,Streptococcal Meningitis
3203,Staphylococcal Meningitis
3204,Tuberculous Meningitis
3205,Meningococcal Meningitis
3207,Meningitis In Other Bacterial Diseases Classified Elsewhere
3208,Meningitis Due To Other Specified Bacteria
3209,Meningitis Due To Unspecified Bacterium
3210,Fungal Meningitis
3211,Meningitis Due To Coxsackie Virus
3212,Meningitis Due To Echo Virus
3213,Meningitis Due To Herpes Zoster Virus
3214,Meningitis Due To Herpes Simplex Virus
3215,Meningitis Due To Mumps Virus
3216,Meningitis Due To Lymphocytic Choriomeningitis Virus
3217,Meningitis Due To Other And Unspecified Viruses
3218,Meningitis Due To Other Organism
3220,Nonpyogenic Meningitis
3221,Eosinophilic Meningitis
3222,Chronic Meningitis
3229,"Meningitis, Unspecified"
3230,Kuru
3231,Subacute Sclerosing Panencephalitis
3232,Poliomyelitis
3233,Arthropod - Borne Viral Encephalitis
3234,Other Encephalitis Due To Infection
3235,Encephalitis Following Immunization Procedures
3236,Postinfectious Encephalitis
3237,Toxic Encephalitis
3238,"Encephalitis, Myelitis And Encephalomyelitis, Other Specified Cause"
3239,"Encephalitis, Myelitis And Encephalomyelitis, Unspecified Cause"
3240,Intracranial Abscess
3241,Intraspinal Abscess
3249,Intracranial And Intraspinal Abscess Of Unspecified Site
3259,Phlebitis And Thrombophlebitis Of Intracranial Venous Sinuses
3269,Late Effects Of Intracranial Abscess Or Pyogenic Infection
3300,Leucodystrophy
3301,Cerebral Lipidoses
3302,Cerebral Degeneration In Generalized Lipidoses
3303,Cerebral Degen. Childhood In Other Diseases Classif. Elsewhere
3308,Other Cerebral Degenerations In Childhood
3309,"Cerebral Degeneration Usually Manifest In Childhood, Unspecified"
3310,Alzheimer'S Disease
3311,Pick'S Disease
3312,Senile Degeneration Of Brain
3313,Communicating Hydrocephalus
3314,Obstructive Hydrocephalus
3315,Jakob-Creutzfeldt Disease
3316,Progressive Multifocal Leucoencephalopathy
3317,Cerebral Degeneration In Other Diseases Classified Elsewhere
3318,Other Specified Cerebral Degeneration
3319,"Cerebral Degeneration, Unspecified"
3320,Paralysis Agitans
3321,Secondary Parkinsonism
3330,Other Degenerative Diseases Of The Basal Ganglia
3331,Essential And Other Specified Forms Of Tremor
3332,Myoclonus
3333,Tics Of Organic Origin
3334,Huntington'S Chorea
3335,Other Choreas
3336,Idiopathic Torsion Dystonia
3337,Symptomatic Torsion Dystonia
3338,Fragments Of Torsion Dystonia
3339,Other Extrapyramidal Disease And Abnormal Movement Disorders
3340,Friedreich'S Ataxia
3341,Hereditary Spastic Paraplegia
3342,Primary Cerebellar Degeneration
3343,Other Cerebellar Ataxia
3344,Cerebellar Ataxia In Disease Classified Elsewhere
3348,Other Specified Spinocerebellar Disease
3349,"Spinocerebellar Disease, Unspecified"
3350,Werdnig-Hoffman Disease
3351,Spinal Muscular Atrophy
3352,Motor Neurone Disease
3358,Other Specified Anterior Horn Cell Disease
3359,"Anterior Horn Cell Disease, Unspecified"
3360,Syringomyelia And Syringobulbia
3361,Vascular Myelopathies
3362,Subacute Combined Degeneration Of Spinal Cord
3363,Myelopathy In Other Diseases Classified Elsewhere
3368,Other Specified Myelopathy
3369,Unspecified Diseases Of The Spinal Cord
3370,Idiopathic Peripheral Autonomic Neuropathy
3371,Peripheral Autonomic Neuropathy In Disorders Classified Elsewhere
3379,"Disorders Of The Autonomic Nervous System, Unspecified"
3409,Multiple Sclerosis
3410,Neuromyelitis Optica
3411,Schilder'S Disease
3418,Other Specified Demyelinating Diseases Of The Central Nervous System
3419,"Demyelinating Diseases Of The Central Nervous System, Unspecified"
3420,Flaccid Hemiplegia
3421,Spastic Hemiplegia
3429,"Hemiplegia, Unspecified"
3430,"Infantile Cerebral Palsy, Diplegic"
3431,"Infantile Cerebral Palsy, Hemiplegic"
3432,"Infantile Cerebral Palsy, Quadriplegic"
3433,"Infantile Cerebral Palsy, Monoplegic"
3434,Infantile Hemiplegia
3438,Other Specified Infantile Cerebral Palsy
3439,"Infantile Cerebral Palsy, Unspecified"
3440,Quadriplegia
3441,Paraplegia
3442,Diplegia Of Upper Limbs
3443,Monoplegia Of Lower Limb
3444,Monoplegia Of Upper Limb
3445,Unspecified Monoplegia
3446,Cauda Equina Syndrome
3448,Other Specified Paralytic Syndromes
3449,Unspecified Paralytic Syndromes
3450,Generalized Nonconvulsive Epilepsy
3451,Generalized Convulsive Epilepsy
3452,Petit Mal Status
3453,Grand Mal Status
3454,"Partial Epilepsy, With Impairment Of Consciousness"
3455,"Partial Epilepsy, Without Mention Of Impairment Of Consciousness"
3456,Infantile Spasms
3457,Epilepsia Partialis Continua
3458,Other Specified Epilepsy
3459,"Epilepsy, Unspecified"
3460,Classical Migraine
3461,Common Migraine
3462,Variants Of Migraine
3468,Other Specified Migraine
3469,"Migraine, Unspecified"
3479,Cataplexy And Narcolepsy
3480,Cerebral Cysts
3481,Anoxic Brain Damage
3482,Benign Intracranial Hypertension
3483,"Encephalopathy, Unspecified"
3484,Compression Of Brain
3485,Cerebral Oedema
3488,Other Specified Conditions Of Brain
3489,Unspecified Condition Of Brain
3490,Reaction To Spinal Or Lumbar Puncture
3491,Nervous System Complications From Surgically Implanted Device
3492,"Disorders Of Meninges, Not Elsewhere Classified"
3498,Other Specified Disorders Of The Nervous System
3499,Unspecified Disorders Of The Nervous System
3500,Post-Herpetic Trigeminal Neuralgia
3501,Other Trigeminal Neuralgia
3502,Atypical Face Pain
3508,Other Specified Trigeminal Nerve Disorders
3509,"Trigeminal Nerve Disorder, Unspecified"
3510,Bell'S Palsy
3511,Geniculate Ganglionitis
3518,Other Specified Facial Nerve Disorders
3519,"Facial Nerve Disorder, Unspecified"
3520,Disorders Of Olefactory (1St) Nerve
3521,Glossopharyngeal Neuralgia
3522,Other Disorders Of Glossopharyngeal (9Th) Nerve
3523,Disorders Of Pneumogastric (10Th) Nerve
3524,Disorders Of Accessory (11Th) Nerve
3525,Disorders Of Hypoglossal (12Th) Nerve
3526,Multiple Cranial Nerve Palsies
3529,"Disorders Of Other Cranial Nerves, Unspecified"
3530,Brachial Plexus Lesions
3531,Lumbosacral Plexus Lesions
3532,"Cervical Root Lesions, Not Elsewhere Classified"
3533,"Thoracic Root Lesions, Not Elsewhere Classified"
3534,"Lumbosacral Root Lesions, Not Elsewhere Classified"
3535,Neuralgic Amyotrophy
3536,Phantom Limb Syndrome
3538,Other Specified Nerve Root And Plexus Disorders
3539,"Nerve Root And Plexus Disorders, Unspecified"
3540,Carpal Tunnel Syndrome
3541,Other Lesion Of Median Nerve
3542,Lesion Of Ulnar Nerve
3543,Lesion Of Radial Nerve
3544,Causalgia
3545,Mononeuritis Multiplex
3548,Other Specified Mononeuritis Of Upper Limb
3549,"Mononeuritis Of Upper Limb, Unspecified"
3550,Lesion Of Sciatic Nerve
3551,Meralgia Paraesthetica
3552,Lesion Of Femoral Nerve
3553,Lesion Of Lateral Popliteal Nerve
3554,Lesion Of Medial Popliteal Nerve
3555,Tarsal Tunnel Syndrome
3556,Lesion Of Plantar Nerve
3557,Other Specified Mononeuritis Of Lower Limb
3558,"Mononeuritis Of Lower Limb, Unspecified"
3559,Mononeuritis Of Unspecified Site
3560,Hereditary Peripheral Neuropathy
3561,Peroneal Muscular Atrophy
3562,Hereditary Sensory Neuropathy
3563,Refsum'S Disease
3564,Idiopathic Progressive Polyneuropathy
3568,Other Specified Hereditary And Idiopathic Peripheral Neuropathy
3569,"Hereditary And Idiopathic Peripheral Neuropathy, Unspecified"
3570,Acute Infective Polyneuritis
3571,Polyneuropathy In Collagen Vascular Disease
3572,Polyneuropathy In Diabetes
3573,Polyneuropathy In Malignant Disease
3574,Polyneuropathy In Other Diseases Classified Elsewhere
3575,Alcoholic Polyneuropathy
3576,Polyneuropathy Due To Drugs
3577,Polyneuropathy Due To Other Toxic Agents
3578,Other Specified Inflammatory And Toxic Neuropathy
3579,"Inflammatory And Toxic Neuropathy, Unspecified"
3580,Myasthenia Gravis
3581,Myasthenic Syndromes In Diseases Classified Elsewhere
3582,Toxic Myoneural Disorders
3588,Other Specified Myoneural Disorders
3589,"Myoneural Disorders, Unspecified"
3590,Congenital Hereditary Muscular Dystrophy
3591,Hereditary Progressive Muscular Dystrophy
3592,Myotonic Disorders
3593,Familial Periodic Paralysis
3594,Toxic Myopathy
3595,Endocrine Myopathy
3596,Symptomatic Inflammatory Myopathy
3598,Other Specified Muscular Dystrophies And Myopathies
3599,"Muscular Dystrophies And Myopathies, Unspecified"
3600,Purulent Endophthalmitis
3601,Other Endophthalmitis
3602,Degenerative Disorders Of Globe
3603,Hypotony Of Eye
3604,Degenerated Conditions Of Globe
3605,"Retained (Old) Intraocular Foreign Body, Magnetic"
3606,"Retained (Old) Intraocular Foreign Body, Nonmagnetic"
3608,Other Disorders Of Globe
3609,"Disorder Of Globe, Unspecified"
3610,Retinal Detachment With Retinal Defect
3611,Retinoschisis And Retinal Cysts
3612,Serous Retinal Detachment
3613,Retinal Defects Without Detachment
3618,Other Forms Of Retinal Detachment
3619,"Retinal Detachments And Defects, Unspecified"
3620,Diabetic Retinopathy
3621,Other Background Retinopathy And Retinal Vascular Changes
3622,Other Proliferative Retinopathy
3623,Retinal Vascular Occlusion
3624,Separation Of Retinal Layers
3625,Degeneration Of Macula And Posterior Pole
3626,Peripheral Retinal Degenerations
3627,Hereditary Retinal Dystrophies
3628,Other Retinal Disorders
3629,"Retinal Disorder, Unspecified"
3630,Focal Chorioretinitis And Focal Retinochoroiditis
3631,Disseminated Chorioretinitis And Disseminated Retinochoroiditis
3632,Other And Unspecified Forms Of Chorioretinitis And Retinochoroiditis
3633,Chorioretinal Scars
3634,Choroidal Degenerations
3635,Hereditary Choroidal Dystrophies
3636,Choroidal Haemorrhage And Rupture
3637,Choroidal Detachment
3638,Other Disorders Of Choroid
3639,"Unspec. Chorioretinal Inflammations, Disorders Of Choroid"
3640,Acute And Subacute Iridocyclitis
3641,Chronic Iridocyclitis
3642,Certain Types Of Iridocyclitis
3643,Unspecified Iridocyclitis
3644,Vascular Disorders Of Iris And Ciliary Body
3645,Degeneration Of Iris And Ciliary Body
3646,"Cysts Of Iris, Ciliary Body And Anterior Chamber"
3647,Adhesions And Disruptions Of Iris And Ciliary Body
3648,Other Disorders Of Iris And Ciliary Body
3649,"Disorders Of Iris And Ciliary Body, Unspecified"
3650,Borderline Glaucoma
3651,Open-Angle Glaucoma
3652,Primary Angle-Closure Glaucoma
3653,Corticosteroid-Induced Glaucoma
3654,"Glaucoma With Congenital Anomalies, Dystrophies, Systemic Syndromes"
3655,Glaucoma Associated With Disorders Of The Lens
3656,Glaucoma Associated With Other Ocular Disorders
3658,Other Specified Glaucoma
3659,"Glaucoma, Unspecified"
3660,"Infant, Juvenile And Presenile Cataract"
3661,Senile Cataract
3662,Traumatic Cataract
3663,Cataract Secondary To Ocular Disorders
3664,Cataract Associated With Other Disorders
3665,After-Cataract
3668,Other Specified Cataract
3669,"Cataract, Unspecified"
3670,Hypermetropia
3671,Myopia
3672,Astigmatism
3673,Anisometropia And Aniseikonia
3674,Presbyopia
3675,Disorders Of Accomodation
3678,Other Specified Disorders Of Refraction And Accomodation
3679,"Disorders Of Refraction And Accomodation, Unspecified"
3680,Amblyopia Ex Anopsia
3681,Subjective Visual Disturbances
3682,Diplopia
3683,Other Disorders Of Binocular Vision
3684,Visual Field Defects
3685,Colour Vision Deficiencies
3686,Night Blindness
3688,Other Specified Visual Disturbances
3689,"Visual Disturbances, Unspecified"
3690,"Blindness, Both Eyes"
3691,"Blindness One Eye, Low Vision Other Eye"
3692,"Low Vision, Both Eyes"
3693,"Unqualified Visual Loss, Both Eyes"
3696,"Blindness, One Eye"
3697,"Low Vision, One Eye"
3698,"Unqualified Visual Loss, One Eye"
3699,Unspecified Visual Loss
3700,Corneal Ulcer
3701,Dendritic Keratitis
3702,Other Superficial Keratitis Without Conjunctivitis
3703,Certain Types Of Keratoconjunctivitis
3704,Other And Unspecified Keratoconjunctivitis
3705,Interstitial And Deep Keratitis
3706,Corneal Neovascularization
3708,Other Forms Of Keratitis
3709,"Keratitis, Unspecified"
3710,Corneal Scars And Opacities
3711,Corneal Pigmentations And Deposits
3712,Corneal Oedema
3713,Changes Of Corneal Membranes
3714,Corneal Degenerations
3715,Hereditary Corneal Dystrophies
3716,Keratoconus
3717,Other Corneal Deformities
3718,Other Corneal Disorders
3719,"Corneal Opacity And Disorders Of Cornea, Unspecified"
3720,Acute Conjunctivitis
3721,Chronic Conjunctivitis
3722,Blepharoconjunctivitis
3723,Other And Unspecified Conjunctivitis
3724,Pterygium
3725,Conjunctival Degenerations And Deposits
3726,Conjunctival Scars
3727,Conjunctival Vascular Disorders And Cysts
3728,Other Disorders Of Conjunctiva
3729,"Disorders Of Conjunctiva, Unspecified"
3730,Blepharitis
3731,Hordeolum And Other Deep Inflammation Of Eyelid
3732,Chalazion
3733,Noninfections Dermatoses Of Eyelid
3734,Infective Dermatitis Of Eyelid Of Types Resulting In Deformity
3735,Other Infective Dermatitis Of Eyelid
3736,Parasitic Infestation Of Eyelid
3738,Other Specified Inflammation Of Eyelids
3739,"Inflammation Of Eyelids, Unspecified"
3740,Entropion And Trichiasis Of Eyelid
3741,Ectropion
3742,Lagophthalmos
3743,Ptosis Of Eyelid
3744,Other Disorders Affecting Eyelid Function
3745,Degenerative Disorders Of Eyelids And Periocular Area
3748,Other Specified Disorders Of Eyelid
3749,"Disorders Of Eyelid, Unspecified"
3750,Dacryoadenitis
3751,Other Disorders Of Lacrimal Gland
3752,Epiphora
3753,Acute And Unspecified Inflammation Of Lacrimal Passages
3754,Chronic Inflammation Of Lacrimal Passages
3755,Stenosis And Insufficiency Of Lacrimal Passages
3756,Other Changes Of Lacrimal Passages
3758,Other Specified Disorders Of Lacrimal System
3759,"Disorders Of Lacrimal System, Unspecified"
3760,Acute Inflammation Of Orbit
3761,Chronic Inflammatory Disorders Of Orbit
3762,Endocrine Exophthalmos
3763,Other Exophthalmic Conditions
3764,Deformity Of Orbit
3765,Enophthalmos
3766,Retained (Old) Foreign Body Following Penetrating Wound Of Orbit
3768,Other Specified Disorders Of Orbit
3769,"Disorders Of Orbit, Unspecified"
3770,Papilloedema
3771,Optic Atrophy
3772,Other Disorders Of Optic Disc
3773,Optic Neuritis
3774,Other Disorders Of Optic Nerve
3775,Disorders Of Optic Chiasm
3776,Disorders Of Other Visual Pathways
3777,Disorders Of Visual Cortex
3779,"Disorders Of Optic Nerve And Visual Pathways, Unspecified"
3780,Convergent Concomitant Strabismus
3781,Divergent Concomitant Strabismus
3782,Intermittent Heterotropia
3783,Other And Unspecified Heterotropia
3784,Heterophoria
3785,Paralytic Strabismus
3786,Mechanical Strabismus
3787,Other Specified Strabismus
3788,Other Disorders Of Binocular Eye Movements
3789,"Strabismus And Disorders Of Binocular Eye Movement, Unspecified"
3790,Scleritis And Episcleritis
3791,Other Disorders Of Sclera
3792,Disorders Of Vitreous Body
3793,Aphakia And Other Disorders Of Lens
3794,Anomalies Of Pupillary Function
3795,Nystagmus And Other Irregular Eye Movements
3798,Other Disorders Of Eye And Adnexa
3799,"Disorders Of Eye, Unspecified"
3800,Perichondritis Of Pinna
3801,Infective Otitis Externa
3802,Other Otitis Externa
3803,Noninfective Disorders Of Pinna
3804,Impacted Cerumen
3805,Acquired Stenosis Of External Ear Canal
3808,Other Disorders Of External Ear
3809,"Disorders Of External Ear, Unspecified"
3810,Acute Nonsuppurative Otitis Media
3811,Chronic Serous Otitis Media
3812,Chronic Mucoid Otitis Media
3813,Other And Unspecified Chronic Nonsuppurative Otitis Media
3814,"Nonsuppurative Otitis Media, Not Specified As Acute Or Chronic"
3815,Eustachian Salpingitis
3816,Obstruction Of Eustachian Tube
3817,Patulous Eustachian Tube
3818,Other Disorders Of Eustachian Tube
3819,Unspecified Eustachian Tube Disorder
3820,Acute Suppurative Otitis Media
3821,Chronic Tubotympanic Suppurative Otitis Media
3822,Chronic Atticoantral Suppurative Otitis Media
3823,Unspecified Chronic Suppurative Otitis Media
3824,Unspecified Suppurative Otitis Media
3829,Unspecified Otitis Media
3830,Acute Mastoiditis
3831,Chronic Mastoiditis
3832,Petrositis
3833,Complications Following Mastoidectomy
3838,Other Specified Mastoiditis And Related Conditions
3839,Unspecified Mastoiditis
3840,Acute Myringitis Without Mention Of Otitis Media
3841,Chronic Myringitis Without Mention Of Otitis Media
3842,Perforation Of Tympanic Membrane
3848,Other Specified Disorders Of Tympanic Membrane
3849,"Disorders Of Tympanic Membrane, Unspecified"
3850,Tympanosclerosis
3851,Adhesive Middle Ear Disease
3852,Other Acquired Abnormalities Of Ear Ossicles
3853,Cholesteatoma Of Middle Ear And Mastoid
3858,Other Specified Disorders Of Middle Ear And Mastoid
3859,"Disorders Of Middle Ear And Mastoid, Unspecified"
3860,Meniere'S Disease
3861,Other And Unspecified Peripheral Vertigo
3862,Vertigo Of Central Origin
3863,Labyrinthitis
3864,Labyrinthine Fistula
3865,Labyrinthine Dysfunction
3868,Other Disorders Of Labyrinth
3869,Unspecified Vertiginous Syndromes And Labyrinthine Disorders
3870,"Otosclerosis Involving Oval Window, Nonobliterative"
3871,"Otosclerosis Involving Oval Window, Obliterative"
3872,Cochlear Otosclerosis
3878,Other Specified Otosclerosis
3879,"Otosclerosis, Unspecified"
3880,Degenerative And Vascular Disorders Of Ear
3881,Noise Effects On Inner Ear
3882,"Sudden Hearing Loss, Unspecified"
3883,Tinnitus
3884,Other Abnormal Auditory Perception
3885,Disorders Of Acoustic Nerve
3886,Otorrhoea
3887,Otalgia
3888,Other Specified Disorders Of Ear
3889,"Disorders Of Ear, Unspecified"
3890,Conductive Deafness
3891,Sensorineural Deafness
3892,Mixed Conductive And Sensorineural Deafness
